0.000000000000000000e+00	0.000000000000000000e+00
8.791750099999999578e-05	2.249930981249999906e+00
1.327963999999999946e-04	3.399257137500000248e+00
1.869416200000000006e-04	4.784845893749999135e+00
2.504077799999999900e-04	6.406670249999999456e+00
3.232931899999999959e-04	8.264698312500000199e+00
4.057605000000000261e-04	1.035889199999999910e+01
4.980617900000000424e-04	1.268920631250000142e+01
6.005680500000000173e-04	1.525558837500000031e+01
7.138030999999999760e-04	1.805797350000000279e+01
8.384821800000000257e-04	2.109628293749999983e+01
9.755560399999999846e-04	2.437042050000000160e+01
1.126261799999999985e-03	2.788026581249999936e+01
1.292182900000000099e-03	3.162566531250000068e+01
1.475321900000000014e-03	3.560642606249999886e+01
1.678190499999999931e-03	3.982230112500000274e+01
1.903925699999999910e-03	4.427297381249999830e+01
2.156441700000000065e-03	4.895803800000000194e+01
2.440632400000000007e-03	5.387696887500000287e+01
2.762648199999999995e-03	5.902908750000000282e+01
3.130277199999999954e-03	6.441350624999999752e+01
3.553480400000000056e-03	7.002906187499999646e+01
4.045151799999999707e-03	7.587421874999999716e+01
4.622217999999999986e-03	8.194692375000001050e+01
5.307254899999999838e-03	8.824438687499998935e+01
6.130918100000000426e-03	9.476279999999999859e+01
6.130918100000000426e-03	9.476279999999999859e+01
6.379512500000000114e-03	9.654102562500000317e+01
6.641927700000000399e-03	9.833453437499998984e+01
6.919251799999999800e-03	1.001431800000000010e+02
7.212682300000000310e-03	1.019668106249999937e+02
7.523540300000000104e-03	1.038052631249999962e+02
7.853284900000000179e-03	1.056583518750000081e+02
8.203531800000000290e-03	1.075258743750000008e+02
8.576073199999999230e-03	1.094076000000000022e+02
8.972901400000000277e-03	1.113032756249999977e+02
9.396236100000000119e-03	1.132126312500000012e+02
9.848555999999999630e-03	1.151353406249999978e+02
1.033263499999999974e-02	1.170710662500000012e+02
1.085158699999999934e-02	1.190194031249999966e+02
1.140891399999999917e-02	1.209799237500000118e+02
1.200856399999999935e-02	1.229521218749999889e+02
1.265500699999999937e-02	1.249354406249999982e+02
1.335331000000000018e-02	1.269292499999999961e+02
1.410924000000000032e-02	1.289328243749999956e+02
1.492937899999999957e-02	1.309453481250000095e+02
1.582126199999999913e-02	1.329658875000000080e+02
1.679355000000000084e-02	1.349933737500000177e+02
1.785623000000000071e-02	1.370265693750000082e+02
1.902085900000000107e-02	1.390640568750000057e+02
2.030086999999999864e-02	1.411041937500000074e+02
2.171193000000000081e-02	1.431450618750000103e+02
2.327239999999999864e-02	1.451844450000000109e+02
2.500388099999999864e-02	1.472197106250000047e+02
2.693191199999999882e-02	1.492477762500000154e+02
2.908682500000000018e-02	1.512649968750000085e+02
3.150482300000000124e-02	1.532670187499999770e+02
3.422933100000000173e-02	1.552486387500000262e+02
3.731270500000000157e-02	1.572035681250000039e+02
4.081839599999999985e-02	1.591241906250000113e+02
4.482370000000000104e-02	1.610012137500000051e+02
4.942326100000000305e-02	1.628231681249999951e+02
5.473353000000000246e-02	1.645758337499999868e+02
6.089844299999999655e-02	1.662414075000000082e+02
6.809662499999999397e-02	1.677973612499999945e+02
7.655045100000000546e-02	1.692149456250000128e+02
8.653732899999999617e-02	1.704570018750000031e+02
9.840348699999999782e-02	1.714749918750000006e+02
1.125803400000000010e-01	1.722046781250000151e+02
1.296030599999999922e-01	1.725598912500000210e+02
1.501302300000000034e-01	1.724234343749999994e+02
1.749619299999999877e-01	1.716334875000000011e+02
2.050523399999999996e-01	1.699632787500000006e+02
2.415125800000000045e-01	1.670901131249999878e+02
