0.000000000000000000e+00	0.000000000000000000e+00
2.904264599999999922e-03	2.247747243750000123e+00
3.768171099999999881e-03	2.915093868750000095e+00
4.744788399999999920e-03	3.668683556249999977e+00
5.834412700000000430e-03	4.508339231249999912e+00
7.037469600000000394e-03	5.433862049999999222e+00
8.354554599999999484e-03	6.445030499999999662e+00
9.786480400000000315e-03	7.541598937499999877e+00
1.133433000000000010e-02	8.723295562500000599e+00
1.299951899999999931e-02	9.989819999999999922e+00
1.478385999999999936e-02	1.134083925000000015e+01
1.668963399999999833e-02	1.277598431250000033e+01
1.871967199999999970e-02	1.429484343749999908e+01
2.087743499999999974e-02	1.589695649999999993e+01
2.316710400000000086e-02	1.758180600000000027e+01
2.559367400000000028e-02	1.934880693750000091e+01
2.816305300000000039e-02	2.119729500000000044e+01
3.088217099999999993e-02	2.312651306250000260e+01
3.375908899999999907e-02	2.513559374999999818e+01
3.680312599999999851e-02	2.722354031249999906e+01
4.002499200000000229e-02	2.938920412499999912e+01
4.343693199999999754e-02	3.163125712499999764e+01
4.705288700000000157e-02	3.394816368749999924e+01
5.088868299999999706e-02	3.633814068750000104e+01
5.496222600000000291e-02	3.879911812499999968e+01
5.929374999999999923e-02	4.132868962499999554e+01
6.390607700000000557e-02	4.392405112500000541e+01
6.882493900000000164e-02	4.658193674999999701e+01
7.407934600000000425e-02	4.929853106250000394e+01
7.970201200000000263e-02	5.206937568749999912e+01
8.572986999999999969e-02	5.488924724999999682e+01
9.220467300000000088e-02	5.775201562499999852e+01
9.917370400000000141e-02	6.065046562499999538e+01
1.066906299999999946e-01	6.357610125000000068e+01
1.148165099999999966e-01	6.651884250000000520e+01
1.236210300000000067e-01	6.946674187499999675e+01
1.331839300000000059e-01	7.240555125000000203e+01
1.435967999999999967e-01	7.531819875000000764e+01
1.549652099999999921e-01	7.818415874999999460e+01
1.674113499999999866e-01	8.097860812500000804e+01
1.810772700000000124e-01	8.367132374999999911e+01
1.961289900000000030e-01	8.622533812500000749e+01
2.127616800000000086e-01	8.859506062500000212e+01
2.312065399999999882e-01	9.072385874999999089e+01
