0.000000000000000000e+00	0.000000000000000000e+00
1.434800200000000032e-04	2.249887893749999979e+00
2.039505200000000064e-04	3.198368587500000082e+00
2.750679899999999888e-04	4.313198643749999839e+00
3.568770899999999845e-04	5.594353368750000222e+00
4.494530800000000000e-04	7.041803625000000011e+00
5.529146199999999609e-04	8.655516562499999011e+00
6.674391600000000426e-04	1.043545331249999997e+01
7.932807199999999904e-04	1.238157056250000032e+01
9.307903399999999669e-04	1.449381656249999928e+01
1.080438900000000061e-03	1.677213224999999852e+01
1.242842500000000032e-03	1.921644674999999935e+01
1.418791100000000010e-03	2.182667793749999774e+01
1.609280299999999927e-03	2.460272568750000133e+01
1.815547299999999923e-03	2.754446962499999785e+01
2.039112500000000213e-03	3.065176350000000127e+01
2.281828699999999873e-03	3.392442843749999781e+01
2.545939499999999838e-03	3.736224506250000132e+01
2.834150599999999895e-03	4.096494393749999574e+01
3.149719799999999882e-03	4.473219375000000042e+01
3.496568600000000016e-03	4.866358387500000049e+01
3.879427500000000133e-03	5.275860637499999939e+01
4.304022200000000298e-03	5.701663124999999610e+01
4.777318600000000220e-03	6.143686875000000214e+01
5.307846899999999618e-03	6.601833000000000595e+01
5.906133299999999711e-03	7.075977749999999844e+01
6.585284599999999613e-03	7.565964187500000548e+01
7.361784799999999962e-03	8.071589812500000960e+01
7.361784799999999962e-03	8.071589812500000960e+01
7.733587099999999701e-03	8.295488999999999180e+01
8.129556300000000124e-03	8.522251874999999188e+01
8.551957199999999856e-03	8.751850312499999518e+01
9.003328999999999152e-03	8.984252812499998697e+01
9.486524899999999524e-03	9.219422812499999509e+01
1.000476099999999917e-02	9.457319812500000467e+01
1.056167199999999938e-02	9.697898250000000075e+01
1.116138000000000026e-02	9.941105249999999671e+01
1.180856999999999914e-02	1.018688118750000058e+02
1.250858999999999999e-02	1.043515800000000127e+02
1.326756500000000026e-02	1.068585806250000019e+02
1.409252800000000000e-02	1.093889081250000004e+02
1.499159700000000060e-02	1.119415275000000065e+02
1.597416999999999934e-02	1.145152406250000041e+02
1.705117600000000122e-02	1.171086468750000051e+02
1.823538200000000137e-02	1.197201149999999927e+02
1.954176599999999861e-02	1.223477437500000065e+02
2.098799200000000045e-02	1.249892662500000000e+02
2.259499200000000124e-02	1.276420331250000118e+02
2.438770499999999911e-02	1.303028606249999939e+02
2.639601499999999837e-02	1.329679575000000114e+02
2.865594100000000075e-02	1.356327618749999999e+02
3.121116999999999989e-02	1.382917443750000075e+02
3.411502799999999863e-02	1.409381493749999947e+02
3.743305499999999980e-02	1.435636968750000051e+02
4.124636300000000116e-02	1.461581099999999935e+02
4.565606900000000051e-02	1.487085693749999962e+02
5.078914300000000187e-02	1.511988749999999868e+02
5.680620200000000009e-02	1.536084112499999890e+02
6.391186699999999721e-02	1.559105774999999880e+02
7.236858100000000127e-02	1.580706787500000132e+02
8.251492000000000548e-02	1.600427700000000186e+02
9.478970200000000346e-02	1.617651674999999898e+02
1.097631800000000019e-01	1.631535806250000178e+02
1.281763599999999892e-01	1.640907168749999983e+02
1.509886099999999953e-01	1.644099806250000029e+02
1.794316300000000086e-01	1.638693843750000099e+02
2.150654999999999928e-01	1.621087087500000052e+02
2.598339599999999749e-01	1.585774743749999800e+02
