0.000000000000000000e+00	0.000000000000000000e+00
4.646599800000000119e-04	2.249638762500000055e+00
6.516545699999999912e-04	3.154587750000000135e+00
8.703055099999999506e-04	4.212030431250000539e+00
1.120737799999999961e-03	5.421896831249999771e+00
1.403157300000000031e-03	6.784106062499999368e+00
1.717883599999999898e-03	8.298565312499999180e+00
2.065388899999999906e-03	9.965167875000000564e+00
2.446343200000000197e-03	1.178379281249999977e+01
2.861665399999999918e-03	1.375430062499999906e+01
3.312581499999999943e-03	1.587652987499999924e+01
3.800687999999999983e-03	1.815029324999999716e+01
4.328022800000000218e-03	2.057536912500000170e+01
4.897143599999999840e-03	2.315149593749999823e+01
5.511216000000000205e-03	2.587836149999999691e+01
6.174113000000000170e-03	2.875559006249999783e+01
6.890530399999999882e-03	3.178272768749999955e+01
7.666121599999999904e-03	3.495922368749999976e+01
8.507659600000000086e-03	3.828440812499999879e+01
9.423233600000000681e-03	4.175746424999999817e+01
1.042249299999999969e-02	4.537739306250000482e+01
1.042249299999999969e-02	4.537739306250000482e+01
1.097968399999999997e-02	4.732004137499999530e+01
1.156450499999999923e-02	4.930198256250000099e+01
1.217899300000000080e-02	5.132299218749999881e+01
1.282538800000000007e-02	5.338282106249999970e+01
1.350615600000000006e-02	5.548119075000000322e+01
1.422401400000000010e-02	5.761779187500000177e+01
1.498195899999999955e-02	5.979227062500000045e+01
1.578330899999999884e-02	6.200424562500000292e+01
1.663173500000000166e-02	6.425327812499999425e+01
1.753131299999999976e-02	6.653887312499999496e+01
1.848657700000000056e-02	6.886049062499999707e+01
1.950257799999999958e-02	7.121750062499999956e+01
2.058496300000000126e-02	7.360920562499998709e+01
2.174005199999999929e-02	7.603482375000000104e+01
2.297494699999999904e-02	7.849345500000001152e+01
2.429764200000000124e-02	8.098408125000000268e+01
2.571716300000000122e-02	8.350554374999998686e+01
2.724373600000000104e-02	8.605652625000000455e+01
2.888897299999999835e-02	8.863552125000001070e+01
3.066611299999999832e-02	9.124079062500000248e+01
3.259029100000000040e-02	9.387033749999999088e+01
3.467887699999999684e-02	9.652185562500000060e+01
3.695187300000000313e-02	9.919267875000001311e+01
3.943240299999999782e-02	1.018796906249999950e+02
4.214730199999999760e-02	1.045792687499999971e+02
4.512784100000000187e-02	1.072871493749999985e+02
4.841061099999999923e-02	1.099983093749999910e+02
5.203862100000000018e-02	1.127068087499999933e+02
5.606264300000000228e-02	1.154055768749999942e+02
6.054290300000000208e-02	1.180861537499999940e+02
6.555116900000000635e-02	1.207383581250000049e+02
7.117338199999999337e-02	1.233498599999999925e+02
7.751294799999999818e-02	1.259056181250000037e+02
8.469487800000000122e-02	1.283871768749999944e+02
9.287099299999999891e-02	1.307716818750000130e+02
1.022264699999999998e-01	1.330306031249999990e+02
1.129880000000000051e-01	1.351279968750000080e+02
1.254339700000000057e-01	1.370180981249999945e+02
1.399069199999999902e-01	1.386420131250000054e+02
1.568286200000000019e-01	1.399230112500000018e+02
1.767179899999999915e-01	1.407597525000000189e+02
2.002122500000000083e-01	1.410163537500000075e+02
2.280923300000000098e-01	1.405075837500000091e+02
