0.000000000000000000e+00	0.000000000000000000e+00
1.858585799999999894e-03	2.248557918749999995e+00
2.411373000000000075e-03	2.916458381250000009e+00
3.036254899999999823e-03	3.670846762500000082e+00
3.733417599999999930e-03	4.511609775000000155e+00
4.503132800000000241e-03	5.438620181250000130e+00
5.345785399999999736e-03	6.451736062500000202e+00
6.261904700000000233e-03	7.550800312499999833e+00
7.252200900000000186e-03	8.735639062500000662e+00
8.317605699999999422e-03	1.000605993749999811e+01
9.459316799999999137e-03	1.136184975000000108e+01
1.067884699999999999e-02	1.280277281249999888e+01
1.197807799999999964e-02	1.432856531250000032e+01
1.335931500000000008e-02	1.593893249999999995e+01
1.482535199999999997e-02	1.763354306249999937e+01
1.637953400000000115e-02	1.941202293750000152e+01
1.802582900000000016e-02	2.127394743750000217e+01
1.976890099999999845e-02	2.321883112499999768e+01
2.161419800000000113e-02	2.524611937499999925e+01
2.356803600000000054e-02	2.735517431250000087e+01
2.563769800000000043e-02	2.954526018749999849e+01
2.783154700000000162e-02	3.181552818750000000e+01
3.015914899999999968e-02	3.416499449999999882e+01
3.263140900000000011e-02	3.659251837499999738e+01
3.526073600000000086e-02	3.909677456249999494e+01
3.806123000000000145e-02	4.167622349999999898e+01
4.104889500000000191e-02	4.432907081249999948e+01
4.424189900000000120e-02	4.705322512499999732e+01
4.766087299999999943e-02	4.984624631249999993e+01
5.132926699999999787e-02	5.270527968749999559e+01
5.527378200000000047e-02	5.562698231250000447e+01
5.952487499999999793e-02	5.860743187500000317e+01
6.411737600000000370e-02	6.164201250000000698e+01
6.909122199999999381e-02	6.472527750000000424e+01
7.449234899999999937e-02	6.785078624999999874e+01
8.037377199999999611e-02	7.101088874999999234e+01
8.679689599999999838e-02	7.419646687499999871e+01
9.383310799999999841e-02	7.739659125000000017e+01
1.015657300000000068e-01	8.059813312500000393e+01
1.100924300000000050e-01	8.378519624999999849e+01
1.195281299999999963e-01	8.693844750000000943e+01
1.300086900000000101e-01	9.003421687499999848e+01
1.416954199999999886e-01	9.304332750000000374e+01
1.547807099999999880e-01	9.592954874999999504e+01
1.694951100000000044e-01	9.864749249999999847e+01
1.861163399999999912e-01	1.011398175000000066e+02
2.049807899999999961e-01	1.033333706250000006e+02
2.264986700000000130e-01	1.051337643749999984e+02
